CDS_CODE,COUNTY,GR_12
19647251935758,Los Angeles,34
19647330100750,Los Angeles,34
19647330124933,Los Angeles,34
19647330124362,Los Angeles,34
19647330124529,Los Angeles,34
19647331938885,Los Angeles,34
19647331938885,Los Angeles,34
19647330122275,Los Angeles,34
19647331931708,Los Angeles,34
19647331935568,Los Angeles,34
19647331938612,Los Angeles,34
19650940112706,Los Angeles,34
19753411937143,Los Angeles,34
19650291938455,Los Angeles,34
19650941939537,Los Angeles,34
19734601939149,Los Angeles,34
19101990121921,Los Angeles,33
19642791931765,Los Angeles,33
19644511932441,Los Angeles,33
19643941931823,Los Angeles,33
19769680109926,Los Angeles,33
19647251939875,Los Angeles,33
19647251936947,Los Angeles,33
19647330124503,Los Angeles,33
19647331932847,Los Angeles,33
19647331932847,Los Angeles,33
19649076061642,Los Angeles,33
19649801938000,Los Angeles,33
19648570112714,Los Angeles,33
19649076061634,Los Angeles,33
19753090127100,Los Angeles,33
19650601936277,Los Angeles,33
19734371931567,Los Angeles,33
19642121933159,Los Angeles,32
19643371996099,Los Angeles,32
19645351932763,Los Angeles,32
19647251996503,Los Angeles,32
19645681933472,Los Angeles,32
19646831930080,Los Angeles,32
19647251995539,Los Angeles,32
19647330111484,Los Angeles,32
19647250127381,Los Angeles,32
19647330119693,Los Angeles,32
19647330124511,Los Angeles,32
19647331931377,Los Angeles,32
19647331930296,Los Angeles,32
19647330122366,Los Angeles,32
19647331931633,Los Angeles,32
19647330126623,Los Angeles,32
19647331935568,Los Angeles,32
19647331931526,Los Angeles,32
19649071995901,Los Angeles,32
19647336019475,Los Angeles,32
19647901935899,Los Angeles,32
19752911996016,Los Angeles,32
19753091995786,Los Angeles,32
19101990121822,Los Angeles,31
19642460115337,Los Angeles,31
19643520128488,Los Angeles,31
19643520128496,Los Angeles,31
19647251995539,Los Angeles,31
19647330106435,Los Angeles,31
19768690119016,Los Angeles,31
19647330102541,Los Angeles,31
19647330117762,Los Angeles,31
19647330117762,Los Angeles,31
19647330119685,Los Angeles,31
19647330121293,Los Angeles,31
19647331933001,Los Angeles,31
19647331935121,Los Angeles,31
19648570125377,Los Angeles,31
19753331935808,Los Angeles,31
19753411937143,Los Angeles,31
19753411937143,Los Angeles,31
19101990122044,Los Angeles,30
19643031935618,Los Angeles,30
19643111930981,Los Angeles,30
19643521930239,Los Angeles,30
19643520128496,Los Angeles,30
19644441932201,Los Angeles,30
19647251995935,Los Angeles,30
19647330121095,Los Angeles,30
19647330124420,Los Angeles,30
19647330124412,Los Angeles,30
19647330124529,Los Angeles,30
19647331930692,Los Angeles,30
19647330126557,Los Angeles,30
19647330126615,Los Angeles,30
19647331936350,Los Angeles,30
19647331939040,Los Angeles,30
19648811936822,Los Angeles,30
19650601938752,Los Angeles,30
19734601939149,Los Angeles,30
19101991995232,Los Angeles,29
19642461996537,Los Angeles,29
19644511932441,Los Angeles,29
19645761933597,Los Angeles,29
19646341934249,Los Angeles,29
19647330126490,Los Angeles,29
19647331939479,Los Angeles,29
19647331939941,Los Angeles,29
19647330107003,Los Angeles,29
19647330117747,Los Angeles,29
19647331932318,Los Angeles,29
19647331932847,Los Angeles,29
19647331932920,Los Angeles,29
19648731936749,Los Angeles,29
19647336019475,Los Angeles,29
19650940112706,Los Angeles,29
19647336061600,Los Angeles,29
19647740114777,Los Angeles,29
19734371931963,Los Angeles,29
19734521936228,Los Angeles,29
19651361995802,Los Angeles,29
19101990109942,Los Angeles,28
19642461931732,Los Angeles,28
19101990127522,Los Angeles,28
19642461996644,Los Angeles,28
19643031930775,Los Angeles,28
19643521933951,Los Angeles,28
19642871996479,Los Angeles,28
19642870114397,Los Angeles,28
19646341936046,Los Angeles,28
19647251996503,Los Angeles,28
19647251934678,Los Angeles,28
19647251939875,Los Angeles,28
19647330102764,Los Angeles,28
19647330112029,Los Angeles,28
19647330117721,Los Angeles,28
19647330124362,Los Angeles,28
19647331938968,Los Angeles,28
19647331935352,Los Angeles,28
19647331932128,Los Angeles,28
19647331932540,Los Angeles,28
19647331931468,Los Angeles,28
19647331938612,Los Angeles,28
19647331996115,Los Angeles,28
19647336069157,Los Angeles,28
19647331996610,Los Angeles,28
19648081930155,Los Angeles,28
19651360102459,Los Angeles,28
19756971996693,Los Angeles,28
19757131930122,Los Angeles,28
19650941939537,Los Angeles,28
19101990109942,Los Angeles,27
19642870114397,Los Angeles,27
19643371933332,Los Angeles,27
19644511939164,Los Angeles,27
19645681933530,Los Angeles,27
19647251934678,Los Angeles,27
19647330100677,Los Angeles,27
19647330120360,Los Angeles,27
19647331933118,Los Angeles,27
19647331937838,Los Angeles,27
19647331995836,Los Angeles,27
19647330116509,Los Angeles,27
19647330119727,Los Angeles,27
19647331932847,Los Angeles,27
19647331932847,Los Angeles,27
19647331933241,Los Angeles,27
19647331931526,Los Angeles,27
19647336119945,Los Angeles,27
19647331996610,Los Angeles,27
19650521938679,Los Angeles,27
19734521936228,Los Angeles,27
19651361995802,Los Angeles,27
19651361995802,Los Angeles,27
19753090131987,Los Angeles,27
19642461996537,Los Angeles,26
19643371933332,Los Angeles,26
19647330108878,Los Angeles,26
19647330125864,Los Angeles,26
19647330123141,Los Angeles,26
19647330116509,Los Angeles,26
19647330126474,Los Angeles,26
19647330126615,Los Angeles,26
19647330126185,Los Angeles,26
19647331935568,Los Angeles,26
19647330133298,Los Angeles,26
19647331932888,Los Angeles,26
19647331937226,Los Angeles,26
19647331996115,Los Angeles,26
19647741935436,Los Angeles,26
19647331995448,Los Angeles,26
19647331995448,Los Angeles,26
19649801938000,Los Angeles,26
19753411937143,Los Angeles,26
19757131995430,Los Angeles,26
19650941938513,Los Angeles,26
19651360121731,Los Angeles,26
19651361934421,Los Angeles,26
19734521937564,Los Angeles,26
19101990121871,Los Angeles,25
19644441932201,Los Angeles,25
19644361931617,Los Angeles,25
19646341934231,Los Angeles,25
19647331995836,Los Angeles,25
19647330126185,Los Angeles,25
19647331931526,Los Angeles,25
19647331939040,Los Angeles,25
19647331939040,Los Angeles,25
19648651996552,Los Angeles,25
19651361996263,Los Angeles,25
19753090129742,Los Angeles,25
19756636120158,Los Angeles,25
19642460115337,Los Angeles,24
19642461930213,Los Angeles,24
19642460111872,Los Angeles,24
19647330100677,Los Angeles,24
19647330110304,Los Angeles,24
19647331933118,Los Angeles,24
19647331930296,Los Angeles,24
19647330126474,Los Angeles,24
19647331930619,Los Angeles,24
19647331931633,Los Angeles,24
19647331932128,Los Angeles,24
19647331936350,Los Angeles,24
19647330126623,Los Angeles,24
19647330130997,Los Angeles,24
19647331932888,Los Angeles,24
19647331996115,Los Angeles,24
19648811936103,Los Angeles,24
19649071995901,Los Angeles,24
19649801938000,Los Angeles,24
19648651996552,Los Angeles,24
19647336060495,Los Angeles,24
19651281937903,Los Angeles,24
19734371931963,Los Angeles,24
19753331935808,Los Angeles,24
19650601936277,Los Angeles,24
19734601939149,Los Angeles,24
19753090129742,Los Angeles,24
19734371995695,Los Angeles,24
19756636120158,Los Angeles,24
19734521937564,Los Angeles,24
19642460111872,Los Angeles,23
19642871996479,Los Angeles,23
19643371996099,Los Angeles,23
19644690128736,Los Angeles,23
19643111930981,Los Angeles,23
19646341936046,Los Angeles,23
19647330101659,Los Angeles,23
19647330109512,Los Angeles,23
19647330121095,Los Angeles,23
19647330123141,Los Angeles,23
19647331931047,Los Angeles,23
19647331932334,Los Angeles,23
19647331934033,Los Angeles,23
19647331935717,Los Angeles,23
19647331938968,Los Angeles,23
19647330122275,Los Angeles,23
19647331936160,Los Angeles,23
19647331933746,Los Angeles,23
19647331932623,Los Angeles,23
19648651995588,Los Angeles,23
19648651996552,Los Angeles,23
19648081930155,Los Angeles,23
19651361996263,Los Angeles,23
19734371932326,Los Angeles,23
19734451935246,Los Angeles,23
19650941939537,Los Angeles,23
19651360121731,Los Angeles,23
19753090132654,Los Angeles,23
19642121930056,Los Angeles,22
19101991996214,Los Angeles,22
19642461995398,Los Angeles,22
19642121995596,Los Angeles,22
19642461936624,Los Angeles,22
19643521930239,Los Angeles,22
19647330000001,Los Angeles,22
19647250125153,Los Angeles,22
19647330120360,Los Angeles,22
19647330124529,Los Angeles,22
19647331995794,Los Angeles,22
19647331937838,Los Angeles,22
19647331938885,Los Angeles,22
19647331931997,Los Angeles,22
19647331932540,Los Angeles,22
19647330126623,Los Angeles,22
19647331931708,Los Angeles,22
19647331931708,Los Angeles,22
19647331931989,Los Angeles,22
19647330133298,Los Angeles,22
19647331938612,Los Angeles,22
19647336069157,Los Angeles,22
19649071937028,Los Angeles,22
19651360102459,Los Angeles,22
19651361931740,Los Angeles,22
19753331935808,Los Angeles,22
19757131930122,Los Angeles,22
19650601939602,Los Angeles,22
19651360117234,Los Angeles,22
19651360117234,Los Angeles,22
19753090132654,Los Angeles,22
19642460108407,Los Angeles,21
19101991933399,Los Angeles,21
19642461995406,Los Angeles,21
19643031935618,Los Angeles,21
19645841996305,Los Angeles,21
19646831930080,Los Angeles,21
19647251995539,Los Angeles,21
19647250127381,Los Angeles,21
19647330117911,Los Angeles,21
19647331930551,Los Angeles,21
19647331938968,Los Angeles,21
19647331939479,Los Angeles,21
19647330122382,Los Angeles,21
19647331936350,Los Angeles,21
19647330126623,Los Angeles,21
19647331933746,Los Angeles,21
19647331932623,Los Angeles,21
19648651996552,Los Angeles,21
19651361996321,Los Angeles,21
19651281931302,Los Angeles,21
19650601936277,Los Angeles,21
19650601939602,Los Angeles,21
19753090129742,Los Angeles,21
19734601932862,Los Angeles,21
19753090131987,Los Angeles,21
19753090132654,Los Angeles,21
19101990121897,Los Angeles,20
19101991996008,Los Angeles,20
19643031930775,Los Angeles,20
19643291931088,Los Angeles,20
19643521935048,Los Angeles,20
19643941931823,Los Angeles,20
19645761933597,Los Angeles,20
19645191932664,Los Angeles,20
19647251930411,Los Angeles,20
19646831930080,Los Angeles,20
19647251934678,Los Angeles,20
19647330110304,Los Angeles,20
19647330122606,Los Angeles,20
19647331938968,Los Angeles,20
19647330107003,Los Angeles,20
19647330126482,Los Angeles,20
19647330127787,Los Angeles,20
19647331931864,Los Angeles,20
19647331937085,Los Angeles,20
19647336119945,Los Angeles,20
19649071995901,Los Angeles,20
19649801938000,Los Angeles,20
19648081996388,Los Angeles,20
19648811931674,Los Angeles,20
19651360102475,Los Angeles,20
19651281937903,Los Angeles,20
19650601939602,Los Angeles,20
19101991996172,Los Angeles,19
19642461937051,Los Angeles,19
19642121933159,Los Angeles,19
19642871938166,Los Angeles,19
19642870114397,Los Angeles,19
19643291931088,Los Angeles,19
19644361938372,Los Angeles,19
19644361932086,Los Angeles,19
19646341996529,Los Angeles,19
19646341934249,Los Angeles,19
19768690119636,Los Angeles,19
19764970115725,Los Angeles,19
19647251934470,Los Angeles,19
19646831930080,Los Angeles,19
19647330110668,Los Angeles,19
19647330102921,Los Angeles,19
19647330112870,Los Angeles,19
19647330102913,Los Angeles,19
19647331931047,Los Angeles,19
19647331931864,Los Angeles,19
19647331931500,Los Angeles,19
19648811936103,Los Angeles,19
19648811936822,Los Angeles,19
19649076061642,Los Angeles,19
19647336060503,Los Angeles,19
19647901935899,Los Angeles,19
19648811931674,Los Angeles,19
19650601939602,Los Angeles,19
19650601938083,Los Angeles,19
19651360114439,Los Angeles,19
19651361995802,Los Angeles,19
19101991995257,Los Angeles,18
19642460115337,Los Angeles,18
19101990122010,Los Angeles,18
19642871996479,Los Angeles,18
19643291937598,Los Angeles,18
19642870000000,Los Angeles,18
19644361936418,Los Angeles,18
19643520118521,Los Angeles,18
19643941931823,Los Angeles,18
19645681934082,Los Angeles,18
19646591934611,Los Angeles,18
19646831931781,Los Angeles,18
19647251995570,Los Angeles,18
19647251935758,Los Angeles,18
19647331939941,Los Angeles,18
19647331931864,Los Angeles,18
19647331937226,Los Angeles,18
19647331996115,Los Angeles,18
19647336060461,Los Angeles,18
19648811936822,Los Angeles,18
19649071995901,Los Angeles,18
19648401934728,Los Angeles,18
19651360102459,Los Angeles,18
19651360102475,Los Angeles,18
19649801933373,Los Angeles,18
19757131995430,Los Angeles,18
19753091995786,Los Angeles,18
19101991995232,Los Angeles,17
19642460100081,Los Angeles,17
19642121930056,Los Angeles,17
19642460108407,Los Angeles,17
19642461937051,Los Angeles,17
19101991996008,Los Angeles,17
19642461995406,Los Angeles,17
19642461996537,Los Angeles,17
19643371931187,Los Angeles,17
19644361938372,Los Angeles,17
19644361932086,Los Angeles,17
19644511939164,Los Angeles,17
19645351932763,Los Angeles,17
19764970115725,Los Angeles,17
19647330102913,Los Angeles,17
19647331934033,Los Angeles,17
19647331938968,Los Angeles,17
19647331931864,Los Angeles,17
19647331931708,Los Angeles,17
19647336060461,Los Angeles,17
19650601938752,Los Angeles,17
19647901935923,Los Angeles,17
19651361996321,Los Angeles,17
19651360102475,Los Angeles,17
19651361931740,Los Angeles,17
19651361931740,Los Angeles,17
19753331935808,Los Angeles,17
19649801933373,Los Angeles,17
19650601936277,Los Angeles,17
19651361995802,Los Angeles,17
19101991995257,Los Angeles,16
19642121930056,Los Angeles,16
19101990121970,Los Angeles,16
19642461937051,Los Angeles,16
19642461995398,Los Angeles,16
19642121995596,Los Angeles,16
19642611930288,Los Angeles,16
19642461996537,Los Angeles,16
19642870000000,Los Angeles,16
19643031935618,Los Angeles,16
19644361936418,Los Angeles,16
19644361938372,Los Angeles,16
19644511932441,Los Angeles,16
19644691936079,Los Angeles,16
19646591934611,Los Angeles,16
19647251934470,Los Angeles,16
19647330101659,Los Angeles,16
19647331995794,Los Angeles,16
19647330119727,Los Angeles,16
19647331931534,Los Angeles,16
19647331931997,Los Angeles,16
19647331936160,Los Angeles,16
19647331935519,Los Angeles,16
19647331932920,Los Angeles,16
19650521938679,Los Angeles,16
19650940112706,Los Angeles,16
19650940122432,Los Angeles,16
19651281931302,Los Angeles,16
19651361996263,Los Angeles,16
19650601936277,Los Angeles,16
19734601939149,Los Angeles,16
19752911996016,Los Angeles,16
19753091995786,Los Angeles,16
19101990121871,Los Angeles,15
19642951936491,Los Angeles,15
19642951936491,Los Angeles,15
19642461937051,Los Angeles,15
19642121933159,Los Angeles,15
19642871938166,Los Angeles,15
19642461936624,Los Angeles,15
19643031930775,Los Angeles,15
19643371996099,Los Angeles,15
19643031935618,Los Angeles,15
19643520128488,Los Angeles,15
19643371931187,Los Angeles,15
19643781930312,Los Angeles,15
19644511939164,Los Angeles,15
19644691936079,Los Angeles,15
19644691932482,Los Angeles,15
19645681934082,Los Angeles,15
19645681933472,Los Angeles,15
19646831931781,Los Angeles,15
19646831931781,Los Angeles,15
19646831930080,Los Angeles,15
19647251995539,Los Angeles,15
19647251995539,Los Angeles,15
19647251995539,Los Angeles,15
19647330108878,Los Angeles,15
19768690131128,Los Angeles,15
19768690131128,Los Angeles,15
19647330115030,Los Angeles,15
19647251936947,Los Angeles,15
19647330126508,Los Angeles,15
19647331931435,Los Angeles,15
19647331935352,Los Angeles,15
19647330126615,Los Angeles,15
19647330127787,Los Angeles,15
19647331936160,Los Angeles,15
19647331936160,Los Angeles,15
19647331931930,Los Angeles,15
19647331931476,Los Angeles,15
19647331938612,Los Angeles,15
19647331939040,Los Angeles,15
19647336060529,Los Angeles,15
19647331995448,Los Angeles,15
19647331996073,Los Angeles,15
19649071995901,Los Angeles,15
19649071995901,Los Angeles,15
19648811936806,Los Angeles,15
19648811931674,Los Angeles,15
19651281939701,Los Angeles,15
19651361996321,Los Angeles,15
19651360102459,Los Angeles,15
19651360102459,Los Angeles,15
19753331935808,Los Angeles,15
19752911995810,Los Angeles,15
19650601936277,Los Angeles,15
19650941939537,Los Angeles,15
19753090129742,Los Angeles,15
19734451933316,Los Angeles,15
19642121930361,Los Angeles,14
19642121930361,Los Angeles,14
19642121930361,Los Angeles,14
19642121930361,Los Angeles,14
19642121930056,Los Angeles,14
19642460100081,Los Angeles,14
19101990122077,Los Angeles,14
19642611930288,Los Angeles,14
19642461995844,Los Angeles,14
19643031938190,Los Angeles,14
19643111930981,Los Angeles,14
19644690128736,Los Angeles,14
19643371931187,Los Angeles,14
19643371931187,Los Angeles,14
19643371931237,Los Angeles,14
19643781930312,Los Angeles,14
19643520118521,Los Angeles,14
19644511932441,Los Angeles,14
19645681932144,Los Angeles,14
19646341996529,Los Angeles,14
19646831931781,Los Angeles,14
19647251930411,Los Angeles,14
19768690119636,Los Angeles,14
19647251995539,Los Angeles,14
19647330122606,Los Angeles,14
19647330101329,Los Angeles,14
19647330102434,Los Angeles,14
19647330126508,Los Angeles,14
19647331933233,Los Angeles,14
19647331934033,Los Angeles,14
19647331995794,Los Angeles,14
19647331932540,Los Angeles,14
19647331935865,Los Angeles,14
19647331931468,Los Angeles,14
19647331931500,Los Angeles,14
19647331932888,Los Angeles,14
19647331933852,Los Angeles,14
19648811936822,Los Angeles,14
19648810113464,Los Angeles,14
19650940112706,Los Angeles,14
19651281939701,Los Angeles,14
19651360102475,Los Angeles,14
19651361996263,Los Angeles,14
19648731936756,Los Angeles,14
19752911995810,Los Angeles,14
19650601936277,Los Angeles,14
19753091995786,Los Angeles,14
19651361932532,Los Angeles,14
19734451933316,Los Angeles,14
19753090135145,Los Angeles,14
19753090135145,Los Angeles,14
19734521937564,Los Angeles,14
19101990122036,Los Angeles,13
19642461995398,Los Angeles,13
19642870114397,Los Angeles,13
19643521935048,Los Angeles,13
19768690119636,Los Angeles,13
19768850132928,Los Angeles,13
19647251935758,Los Angeles,13
19647330108878,Los Angeles,13
19647250125153,Los Angeles,13
19768690119016,Los Angeles,13
19647330102921,Los Angeles,13
19647330109447,Los Angeles,13
19647330120071,Los Angeles,13
19647330107755,Los Angeles,13
19647331931450,Los Angeles,13
19647331931716,Los Angeles,13
19647331932334,Los Angeles,13
19647331938968,Los Angeles,13
19647331939941,Los Angeles,13
19647330126573,Los Angeles,13
19647331932318,Los Angeles,13
19647331936350,Los Angeles,13
19647331936350,Los Angeles,13
19647331930940,Los Angeles,13
19647331931559,Los Angeles,13
19647331931658,Los Angeles,13
19647331932888,Los Angeles,13
19647331932920,Los Angeles,13
19647331939040,Los Angeles,13
19647336061600,Los Angeles,13
19648401936467,Los Angeles,13
19647901935923,Los Angeles,13
19648811931674,Los Angeles,13
19651361996321,Los Angeles,13
19650940122432,Los Angeles,13
19650940122432,Los Angeles,13
19651361931492,Los Angeles,13
19651361996263,Los Angeles,13
19734451935246,Los Angeles,13
19753411937143,Los Angeles,13
19734451939834,Los Angeles,13
19753090127100,Los Angeles,13
19650601939602,Los Angeles,13
19650941939537,Los Angeles,13
19753090132654,Los Angeles,13
19101991996172,Los Angeles,12
19642121931641,Los Angeles,12
19642460100081,Los Angeles,12
19642460108407,Los Angeles,12
19101990121996,Los Angeles,12
19642460108407,Los Angeles,12
19101990121988,Los Angeles,12
19101990121897,Los Angeles,12
19101990127522,Los Angeles,12
19101991933399,Los Angeles,12
19642461996644,Los Angeles,12
19642461995844,Los Angeles,12
19642871930601,Los Angeles,12
19643291937739,Los Angeles,12
19643371933332,Los Angeles,12
19643031935618,Los Angeles,12
19643111930981,Los Angeles,12
19643520128488,Los Angeles,12
19644361936418,Los Angeles,12
19643371931237,Los Angeles,12
19644361938372,Los Angeles,12
19643941931823,Los Angeles,12
19643941931823,Los Angeles,12
19645351932763,Los Angeles,12
19645351932763,Los Angeles,12
19645681934082,Los Angeles,12
19646341996586,Los Angeles,12
19647250131938,Los Angeles,12
19646591934611,Los Angeles,12
19647251930411,Los Angeles,12
19647251995570,Los Angeles,12
19647251995935,Los Angeles,12
19647251995539,Los Angeles,12
19647330000001,Los Angeles,12
19768690131128,Los Angeles,12
19647330115212,Los Angeles,12
19647251936947,Los Angeles,12
19647330125864,Los Angeles,12
19647330124891,Los Angeles,12
19647331931716,Los Angeles,12
19647331932342,Los Angeles,12
19647331932821,Los Angeles,12
19647331930551,Los Angeles,12
19647331932250,Los Angeles,12
19647331939941,Los Angeles,12
19647331938885,Los Angeles,12
19647330100776,Los Angeles,12
19647330119727,Los Angeles,12
19647330119727,Los Angeles,12
19647331935865,Los Angeles,12
19647331931559,Los Angeles,12
19647331931690,Los Angeles,12
19647331930429,Los Angeles,12
19647741935436,Los Angeles,12
19648576119580,Los Angeles,12
19648810113464,Los Angeles,12
19648651995588,Los Angeles,12
19648401934728,Los Angeles,12
19648811936806,Los Angeles,12
19651361996321,Los Angeles,12
19651360102459,Los Angeles,12
19651360102475,Los Angeles,12
19734451935246,Los Angeles,12
19650601938356,Los Angeles,12
19650941939537,Los Angeles,12
19651361932532,Los Angeles,12
19651360114439,Los Angeles,12
19651360114439,Los Angeles,12
19651361934421,Los Angeles,12
19734451938935,Los Angeles,12
19642121931641,Los Angeles,11
19642121930361,Los Angeles,11
19642121930361,Los Angeles,11
19642461930213,Los Angeles,11
19101990121970,Los Angeles,11
19642461937051,Los Angeles,11
19642461995398,Los Angeles,11
19642460111872,Los Angeles,11
19642460111872,Los Angeles,11
19642121931880,Los Angeles,11
19643031930775,Los Angeles,11
19643291937739,Los Angeles,11
19643291937739,Los Angeles,11
19642870114397,Los Angeles,11
19643291931088,Los Angeles,11
19643291931088,Los Angeles,11
19643371931237,Los Angeles,11
19643371931237,Los Angeles,11
19643520128496,Los Angeles,11
19644511932441,Los Angeles,11
19643781931666,Los Angeles,11
19643941931823,Los Angeles,11
19645761933597,Los Angeles,11
19645761933597,Los Angeles,11
19644691932482,Los Angeles,11
19645681996131,Los Angeles,11
19645681996131,Los Angeles,11
19645761939677,Los Angeles,11
19645681932144,Los Angeles,11
19647250000001,Los Angeles,11
19645191930320,Los Angeles,11
19646831931781,Los Angeles,11
19768850132928,Los Angeles,11
19647251995935,Los Angeles,11
19647251934470,Los Angeles,11
19647251939875,Los Angeles,11
19768690131128,Los Angeles,11
19647330110668,Los Angeles,11
19647330115030,Los Angeles,11
19647330121095,Los Angeles,11
19647330102434,Los Angeles,11
19647330107755,Los Angeles,11
19647330120360,Los Angeles,11
19647330124479,Los Angeles,11
19647330125864,Los Angeles,11
19647331931377,Los Angeles,11
19647331931393,Los Angeles,11
19647330101683,Los Angeles,11
19647330117051,Los Angeles,11
19647330126573,Los Angeles,11
19647330127852,Los Angeles,11
19647331931708,Los Angeles,11
19647331931930,Los Angeles,11
19647331932987,Los Angeles,11
19647331937226,Los Angeles,11
19647336060529,Los Angeles,11
19647740109538,Los Angeles,11
19647331939107,Los Angeles,11
19648576119580,Los Angeles,11
19650601938752,Los Angeles,11
19648081935998,Los Angeles,11
19648651995588,Los Angeles,11
19648651995588,Los Angeles,11
19648081996388,Los Angeles,11
19648570112714,Los Angeles,11
19651360102459,Los Angeles,11
19651360102459,Los Angeles,11
19651361996263,Los Angeles,11
19649641937754,Los Angeles,11
19649071933324,Los Angeles,11
19752911995810,Los Angeles,11
19651361932532,Los Angeles,11
19753090135145,Los Angeles,11
19651281930338,Los Angeles,11
19651361933902,Los Angeles,11
19651361995802,Los Angeles,11
19734601932862,Los Angeles,11
19752911996081,Los Angeles,11
19101990122028,Los Angeles,10
19642461931732,Los Angeles,10
19101991996214,Los Angeles,10
19101991995869,Los Angeles,10
19101990123604,Los Angeles,10
19642460111872,Los Angeles,10
19642121931880,Los Angeles,10
19642611930288,Los Angeles,10
19642461995844,Los Angeles,10
19643031930775,Los Angeles,10
19642871930601,Los Angeles,10
19642871996479,Los Angeles,10
19642871996479,Los Angeles,10
19642870114397,Los Angeles,10
19644690128736,Los Angeles,10
19643031935618,Los Angeles,10
19643291931088,Los Angeles,10
19643371931187,Los Angeles,10
19643371931237,Los Angeles,10
19645191996123,Los Angeles,10
19644361932086,Los Angeles,10
19644511932441,Los Angeles,10
19643781931666,Los Angeles,10
19643941931823,Los Angeles,10
19645191932680,Los Angeles,10
19645761933597,Los Angeles,10
19644691932482,Los Angeles,10
19645681996131,Los Angeles,10
19645681996131,Los Angeles,10
19645681933530,Los Angeles,10
19647250000001,Los Angeles,10
19647251996503,Los Angeles,10
19647251996503,Los Angeles,10
19646341996529,Los Angeles,10
19646341996529,Los Angeles,10
19647251995570,Los Angeles,10
19647251934470,Los Angeles,10
19647251934678,Los Angeles,10
19647251939875,Los Angeles,10
19768690131128,Los Angeles,10
19647330102137,Los Angeles,10
19647330108928,Los Angeles,10
19768690119016,Los Angeles,10
19768690119016,Los Angeles,10
19647330100677,Los Angeles,10
19647330102913,Los Angeles,10
19647330120360,Los Angeles,10
19647330126490,Los Angeles,10
19647330124362,Los Angeles,10
19647331933795,Los Angeles,10
19647331934033,Los Angeles,10
19647331938885,Los Angeles,10
19647331939784,Los Angeles,10
19647330119727,Los Angeles,10
19647330119727,Los Angeles,10
19647330126615,Los Angeles,10
19647331931633,Los Angeles,10
19647331931856,Los Angeles,10
19647331932847,Los Angeles,10
19647331936160,Los Angeles,10
19647331936350,Los Angeles,10
19647330109322,Los Angeles,10
19647330112037,Los Angeles,10
19647330117622,Los Angeles,10
19647330127852,Los Angeles,10
19647331930064,Los Angeles,10
19647331930403,Los Angeles,10
19647331930734,Los Angeles,10
19647331932987,Los Angeles,10
19647331934371,Los Angeles,10
19647331933241,Los Angeles,10
19647331934454,Los Angeles,10
19647331939107,Los Angeles,10
19647336060503,Los Angeles,10
19647336060503,Los Angeles,10
19648651995588,Los Angeles,10
19648401934728,Los Angeles,10
19648401934728,Los Angeles,10
19647901935923,Los Angeles,10
19648810118075,Los Angeles,10
19648810118075,Los Angeles,10
19651361996321,Los Angeles,10
19648810117440,Los Angeles,10
19734451939834,Los Angeles,10
19756971996693,Los Angeles,10
19650601938356,Los Angeles,10
19650601938356,Los Angeles,10
19650601938356,Los Angeles,10
19650601938356,Los Angeles,10
19757131930163,Los Angeles,10
19650291938455,Los Angeles,10
19650601938083,Los Angeles,10
19734601939149,Los Angeles,10
19651281934868,Los Angeles,10
19734601932862,Los Angeles,10
19753090132654,Los Angeles,10
19101990121921,Los Angeles,9
19101990122028,Los Angeles,9
19642460100081,Los Angeles,9
19642461930213,Los Angeles,9
19101990127522,Los Angeles,9
19101991933399,Los Angeles,9
19101991933399,Los Angeles,9
19642461995406,Los Angeles,9
19643031930775,Los Angeles,9
19642871996479,Los Angeles,9
19643111930981,Los Angeles,9
19644361936418,Los Angeles,9
19643520128496,Los Angeles,9
19644361932086,Los Angeles,9
19644441932201,Los Angeles,9
19643521934926,Los Angeles,9
19643521934926,Los Angeles,9
19643781931666,Los Angeles,9
19644511939164,Los Angeles,9
19645351932763,Los Angeles,9
19645351932763,Los Angeles,9
19644691932482,Los Angeles,9
19645681933530,Los Angeles,9
19646591934611,Los Angeles,9
19645681933472,Los Angeles,9
19646341934249,Los Angeles,9
19646831930080,Los Angeles,9
19647251937176,Los Angeles,9
19647330100677,Los Angeles,9
19647330102921,Los Angeles,9
19647330109447,Los Angeles,9
19647330119693,Los Angeles,9
19647330120071,Los Angeles,9
19647330121095,Los Angeles,9
19647330102541,Los Angeles,9
19647330117911,Los Angeles,9
19647331930973,Los Angeles,9
19647331931047,Los Angeles,9
19647331933233,Los Angeles,9
19647331931682,Los Angeles,9
19647331937838,Los Angeles,9
19647331939784,Los Angeles,9
19647330100776,Los Angeles,9
19647330101683,Los Angeles,9
19647330106351,Los Angeles,9
19647330117747,Los Angeles,9
19647330119727,Los Angeles,9
19647330127787,Los Angeles,9
19647331930783,Los Angeles,9
19647331931633,Los Angeles,9
19647331932540,Los Angeles,9
19647331935865,Los Angeles,9
19647331935865,Los Angeles,9
19647330114850,Los Angeles,9
19647331931690,Los Angeles,9
19647331931708,Los Angeles,9
19647331931476,Los Angeles,9
19647331931526,Los Angeles,9
19647331932920,Los Angeles,9
19647331934454,Los Angeles,9
19647331937226,Los Angeles,9
19647740109538,Los Angeles,9
19648080000001,Los Angeles,9
19648401933647,Los Angeles,9
19647331939859,Los Angeles,9
19647331995448,Los Angeles,9
